,artist,album,track_name,track_id,release_date,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
8679,Ken Car$on,Project X,Rock N Roll,1V0jEAE4UreyX8KYxGLnLP,2021,True,64,0.673,0.571,C#/Db,-7.631,Major,0.0488,0.0,0.117,0.042,141.957,2.4801333333333333,4
8680,Racki Diorr,Talk 2 Me,Talk 2 Me,4GlVZvJzjd6bD2UPgSrfYE,2021,True,42,0.713,0.456,G#/Ab,-6.003,Major,0.0496,0.0296,0.134,0.336,140.971,2.0253666666666668,4
8681,Chavo,Michigan,Michigan,7o2Ttn5aFdrBON1zfdzJfg,2020,True,62,0.71,0.359,D,-8.813,Major,0.124,4.37e-06,0.112,0.464,83.481,2.4907833333333333,4
8682,Luci4,BodyPartz,BodyPartz - Slowed,5QVUnUD20mRBaa3JVpkXk8,2021,True,73,0.595,0.576,G,-6.266,Minor,0.139,0.575,0.391,0.523,128.025,1.6543,4
8683,1600j,Hitmakers,Play Around,0f3JfsmVvJxgx5NOMbal0u,2021,True,51,0.504,0.652,E,-10.121,Minor,0.371,0.000163,0.194,0.544,78.625,1.8520833333333333,5
8684,Bebe Rexha,Die For a Man (feat. Lil Uzi Vert),Die For a Man (feat. Lil Uzi Vert),6qxPykWNMJos87C8atw9bE,2021,True,53,0.669,0.893,E,-3.319,Minor,0.0372,0.0,0.14,0.314,89.996,2.7863333333333333,4
8685,Phora,With Love,Fake Smiles,4KyIBqRGOx3XsbOLxqiX2m,2016,True,61,0.55,0.612,A#/Bb,-8.645,Minor,0.45,0.0,0.086,0.0376,80.348,3.45335,4
8686,Bankrol Hayden,Cabo,Cabo,3SLu421u9hMKwcFNxGFrGk,2021,True,73,0.459,0.759,F#/Gb,-5.487,Minor,0.0998,0.0,0.356,0.667,105.157,2.6476166666666665,4
8687,LUCKI,Days B4 III,4 The Betta,7ibRB2S2WOfPKSvYkhcYtj,2019,True,65,0.78,0.453,F#/Gb,-9.926,Major,0.337,1.98e-06,0.114,0.305,155.984,2.2019166666666665,4
8688,645AR,4 Da Trap,4 Da Trap,5sF13EvLGv5qHFiMuGnMTF,2020,True,44,0.685,0.593,C,-7.932,Major,0.0633,1.87e-06,0.159,0.362,142.193,1.6,4
8689,645AR,Yoga,Yoga,2DiybJZJGXyV1UYmngo3eq,2020,True,53,0.864,0.613,D,-6.505,Major,0.781,0.0,0.123,0.169,150.067,1.52,4
8690,Sleepy Hallow,Still Sleep?,2055,4XvcHTUfIlWfyJTRG0aqlo,2021,True,88,0.829,0.512,F#/Gb,-5.865,Minor,0.187,0.0,0.12,0.638,80.511,2.06645,4
8691,Isaiah Rashad,Wat U Sed (feat. Iamdoechii & Kal Banx),Wat U Sed (feat. Iamdoechii & Kal Banx),2pxTrFJzMSqo6OmHFeiwJ6,2021,True,57,0.84,0.641,B,-6.814,Major,0.313,0.0515,0.322,0.525,163.028,2.944716666666667,4
8692,Isaiah Rashad,The House Is Burning,From The Garden (feat. Lil Uzi Vert),3Dah4SWoWwekrG4GShaHVP,2021,True,67,0.866,0.64,F#/Gb,-6.195,Minor,0.413,0.000114,0.702,0.636,142.04,3.155116666666667,4
8693,Isaiah Rashad,The House Is Burning,Score (feat. SZA & 6LACK),2ns1kl3c5NMvGCt2xVMNlI,2021,True,65,0.5,0.515,G,-8.283,Major,0.31,0.00018,0.0681,0.566,85.173,3.349466666666667,4
8694,Pop Smoke,Faith,Woo Baby (feat. Chris Brown),7yJzCBey4LZTcOLsCs8ZEB,2021,False,46,0.652,0.666,A,-7.3,Minor,0.079,0.0,0.095,0.287,99.963,2.6,4
8695,Logic,Call Me,Call Me,2ZJMzuQIlQ5AC5Id1SFkan,2021,True,49,0.716,0.609,B,-10.553,Minor,0.257,0.00561,0.07,0.687,77.007,3.505333333333333,4
8696,Skepta,Nirvana,Nirvana,0ZEFUsb2AVGup8SV3y3yXl,2021,True,62,0.882,0.612,C,-8.639,Major,0.185,0.00153,0.11,0.346,132.954,3.3082666666666665,4
8697,Skepta,All In,Peace of Mind,1rGcL6S3zlLjOvyKMsABMV,2021,True,54,0.819,0.714,D,-5.34,Major,0.122,0.0,0.388,0.3,112.998,3.9292,4
8698,Skepta,All In,Eyes on Me,17yRlMLWjrw82aWpJItT9A,2021,True,55,0.86,0.785,G#/Ab,-4.633,Major,0.218,0.0,0.0603,0.856,137.056,3.1240833333333335,4
8699,Skepta,All In,Lit Like This,30C5UwwG9kpZw42shyfU7K,2021,True,58,0.87,0.731,F#/Gb,-5.303,Minor,0.131,0.000302,0.067,0.542,103.989,2.8692166666666665,4
8700,Skepta,All In,Bellator,0B0Y6slHV9SzSXNOareNTS,2021,True,56,0.657,0.641,G#/Ab,-7.715,Major,0.226,2.33e-05,0.388,0.289,75.035,2.6733333333333333,4
8701,Childish Major,Disrespectful (feat. ScHoolboy Q),Disrespectful (feat. ScHoolboy Q),50dfiXvoiEtO51MKNgxIt4,2021,True,45,0.907,0.551,F,-8.314,Minor,0.493,0.0,0.117,0.711,145.027,3.4015666666666666,4
8702,KSI,All Over The Place (Platinum VIP Edition),No Time (feat. Lil Durk),1vicAuW47ccp1l5mYmaWi7,2021,True,73,0.651,0.725,C#/Db,-5.826,Minor,0.0747,0.0,0.324,0.446,79.878,3.001116666666667,4
8703,Kid Cudi,Man On The Moon II: The Legend Of Mr. Rager,Don’t Play This Song,09ZeNJ09kGQDdlvdPJ2Vfd,2010,True,56,0.624,0.628,E,-7.719,Minor,0.0434,0.00808,0.342,0.487,137.919,3.7148833333333333,4
8704,Kid Cudi,Man On The Moon II: The Legend Of Mr. Rager,All Along,5gNdqHSdG9eTbnvp8sZwUD,2010,False,56,0.603,0.344,C,-9.638,Major,0.0258,0.681,0.138,0.44,79.918,3.3802166666666666,4
8705,Kid Cudi,Man On The Moon II: The Legend Of Mr. Rager,REVOFEV,0Epl79nHvdyTdZRAiWpJah,2010,False,61,0.608,0.544,B,-6.465,Minor,0.0474,0.00062,0.146,0.381,68.861,3.0528833333333334,4
8706,Kid Cudi,Man On The Moon II: The Legend Of Mr. Rager,Scott Mescudi Vs. The World,5QemHQxj7PRkrw8lJl2W7C,2010,True,60,0.78,0.72,B,-5.914,Minor,0.0278,0.591,0.132,0.583,108.685,3.92155,4
8707,Kid Cudi,Man On The Moon II: The Legend Of Mr. Rager,We Aite (Wake Your Mind Up),5SgMhs9A3PSkJd0ruJwUsI,2010,False,51,0.49,0.528,A,-8.638,Major,0.0342,0.876,0.212,0.44,137.983,1.44355,4
8708,Kid Cudi,Man On The Moon II: The Legend Of Mr. Rager,Ashin’ Kusher,6GSMozgAebBmuM2hCV15H3,2010,True,56,0.86,0.638,A#/Bb,-5.773,Major,0.201,0.000708,0.105,0.584,92.997,3.8082166666666666,4
8709,Earl Sweatshirt,"I Don't Like Shit, I Don't Go Outside: An Album by Earl Sweatshirt",Wool (feat. Vince Staples),228nYWqXzsBS9Ha0SIpM7q,2015,True,54,0.732,0.473,C#/Db,-7.197,Major,0.271,0.0,0.366,0.394,47.811,2.552,4
8710,Chief Keef,"Bang 3, Pt. 2",Bouncin,0BEaYkPp5PnclzQxbNgwmM,2015,True,54,0.713,0.611,C#/Db,-6.702,Minor,0.241,0.0,0.117,0.793,140.061,3.25715,4
8711,Childish Gambino,Camp,Bonfire,799f6Ih1Pu4AUApMyXhxUc,2011,True,73,0.506,0.745,G#/Ab,-6.044,Major,0.331,0.0,0.341,0.311,161.808,3.2157833333333334,4
8712,Kid Cudi,Speedin' Bullet 2 Heaven,The Nothing,0cVlM3nY0v4mdRJl6v4Hld,2015,True,39,0.409,0.26,C#/Db,-11.37,Major,0.0279,0.5,0.142,0.103,104.41,3.514,4
8713,Kid Cudi,Speedin' Bullet 2 Heaven,Adventures,6Uvhar1a33axZJKViUyQD2,2015,True,43,0.675,0.47,A#/Bb,-12.552,Major,0.345,0.0225,0.163,0.775,156.076,6.17445,4
8714,Kid Cudi,Man On The Moon II: The Legend Of Mr. Rager,Wild’n Cuz I’m Young,0HEfiw4FFDxMTfCIf6k3J5,2010,True,52,0.708,0.55,B,-10.205,Major,0.152,0.126,0.113,0.169,87.985,4.233333333333333,4
8715,Nipsey Hussle,Nip Hussle the Great: Vol. 2,Call from the Bank (feat. Mgmt),4gShB3VkRqeP7FT4AcdxJ5,2013,True,46,0.679,0.821,G#/Ab,-8.452,Major,0.303,0.0,0.623,0.614,103.014,2.9888333333333335,3
8716,Isaiah Rashad,The House Is Burning,RIP Young,6BiCjPFN5rM9JPy5eP5mCs,2021,True,71,0.971,0.677,D,-6.895,Major,0.092,2.22e-05,0.112,0.58,120.027,2.6341833333333335,4
8717,Sleepy Hallow,Still Sleep?,Basketball Dreams (Intro),0TYq1cxJXPGGjO0bYHDH2L,2021,True,74,0.587,0.282,F#/Gb,-11.902,Minor,0.308,0.0,0.11,0.53,188.37,1.5320666666666667,4
8718,Yung Lean,Warlord (Deluxe),Afghanistan,6GWYemCe9Rd05ulzVxDPyz,2016,False,53,0.729,0.553,C#/Db,-7.677,Major,0.114,5.93e-05,0.137,0.103,130.085,2.789633333333333,4
8719,Gie,Jahseh,Lets Pretend We're Numb,3i2mak4FNpvePN5ZBfWA2S,2018,True,0,0.583,0.489,C,-11.797,Major,0.283,0.0,0.0443,0.497,102.748,1.3518333333333334,4
8720,ky,Vice City (Remix),Vice City - Remix,5eK59590RixIbX3zwD6UwP,2021,True,21,0.854,0.449,A,-7.84,Minor,0.217,0.00107,0.313,0.373,87.017,3.6803666666666666,4
8721,XXXTENTACION,"XXXTENTACION Presents: Members Only, Vol. 3",Find Me (Intro),0J2etwoRJ4SLhNfDYWo3mo,2017,True,50,0.705,0.289,A,-13.978,Minor,0.0384,0.00468,0.112,0.761,119.985,2.93445,4
8722,DJ Max Star,#Lakers,Kings Dead Freestyle,0MTFUFCrv0rKv1TrY1uDm6,2018,False,0,0.794,0.46,A#/Bb,-11.025,Minor,0.436,0.0,0.201,0.638,164.054,2.3349166666666665,4
8723,LofiEmpire,Vice City,Vice City,7tYO4HoU6tcZVFxG3iAlTv,2020,True,0,0.852,0.455,A,-7.797,Minor,0.24,0.000806,0.276,0.365,87.04,3.678916666666667,4
8724,YNW Melly,Best Friends 4L (feat. Lil Tjay),Best Friends 4L (feat. Lil Tjay),6NWaGIrn6eLqGBiLpgoQ4e,2021,False,51,0.748,0.479,G,-10.209,Minor,0.0463,4.8e-06,0.0978,0.309,119.871,2.6666666666666665,4
8725,KSI,Lose,Lose,7nVERWQXlgZRQsYw4fHf3b,2021,True,71,0.682,0.721,C,-4.633,Minor,0.0284,0.0,0.381,0.248,101.067,3.42755,4
8726,Yung Lean,Chandelier,Chandelier,5H8jHmABa01Y7RSL8tejgh,2021,False,54,0.565,0.566,C,-8.751,Minor,0.101,0.000108,0.192,0.412,148.064,3.16445,4
8727,Ghostemane,LXRDMAGE,навсегда,68S9nUryrRfdjavft0aQyX,2021,True,59,0.743,0.828,C#/Db,-6.233,Major,0.106,0.5,0.134,0.21,150.01,2.8041666666666667,4
8728,Tyga,Mrs. Bubblegum,Mrs. Bubblegum,7Ko12sPqhdCczAdJ6wnyAc,2021,True,64,0.907,0.516,F,-3.789,Major,0.0884,0.0,0.0768,0.702,88.038,2.42965,4
8729,Jack Harlow,SUVs (Black on Black),SUVs (Black on Black),1MIGkQxcdAt2lDx6ySpsc5,2021,True,80,0.801,0.688,C#/Db,-4.594,Major,0.396,0.0,0.107,0.5,162.928,2.6279166666666667,4
8730,Sheff G,On Go (feat. Polo G),On Go (feat. Polo G),3Ho13bRS28xEvGvgW4LOFM,2021,True,75,0.88,0.427,A,-6.004,Minor,0.323,1.28e-06,0.119,0.623,103.542,3.0134333333333334,3
8731,Doja Cat,Planet Her,Options (feat. JID),1ayV64ur8VWgc6OPtPRl1q,2021,True,73,0.842,0.522,G,-7.844,Major,0.0985,6.91e-05,0.107,0.285,132.986,2.6526666666666667,4
8732,Doja Cat,Planet Her,You Right,0k4d5YPDr1r7FX77VdqWez,2021,True,89,0.828,0.621,G#/Ab,-6.414,Major,0.0565,0.00233,0.0845,0.436,128.986,3.102883333333333,4
8733,Joey Purp,QUARTERTHING,In The Morning,7wZtwgH4BXJJjmWVsZIXLo,2018,True,20,0.81,0.46,D#/Eb,-11.438,Minor,0.92,0.0,0.4,0.426,34.672,0.50525,4
8734,Joey Purp,QUARTERTHING,Lebron James,0uf4lFSezLXMw788pF4kCy,2018,True,24,0.621,0.788,F#/Gb,-5.171,Minor,0.391,0.0,0.0736,0.402,79.867,2.3116166666666667,4
8735,Joey Purp,QUARTERTHING,Elastic,4MAADpR6MjelkaZqe3Mgnv,2018,True,68,0.966,0.435,C#/Db,-4.944,Major,0.0674,0.22,0.0511,0.561,111.16,2.1064333333333334,4
8736,Joey Purp,QUARTERTHING,2012,2hJf188Sz3XxfBDmYK1IMC,2018,True,50,0.956,0.427,F#/Gb,-7.39,Minor,0.447,0.0,0.0886,0.271,123.083,3.0646833333333334,4
8737,Joey Purp,iiiDrops,Girls @ (feat. Chance the Rapper),5p7sELomeqtq9ypH3VeVH1,2017,True,51,0.937,0.539,G,-7.316,Major,0.26,7.87e-05,0.089,0.621,110.021,3.549166666666667,4
8738,The Weeknd,Take My Breath,Take My Breath,6OGogr19zPTM4BALXuMQpF,2021,False,87,0.748,0.74,G#/Ab,-6.01,Major,0.0484,2.18e-05,0.101,0.518,121.004,3.6699333333333333,4
8739,Bruno Mars,Skate,Skate,2sXf2JdbB2GlNju00kw9WE,2021,False,79,0.708,0.598,F,-8.365,Major,0.0291,0.0,0.17,0.698,112.027,3.3853833333333334,4
8740,Lil Tecca,REPEAT IT,REPEAT IT (with Gunna),21AJQhGZpujjZQXByZAXpr,2021,True,78,0.681,0.687,A,-7.612,Major,0.332,0.0,0.062,0.588,108.641,3.172416666666667,3
8741,Chavo,Ryuk (feat. Pi'erre Bourne),Ryuk (feat. Pi'erre Bourne),2RVUDmdMtnrH3MCtPy60G6,2021,True,41,0.6,0.619,C#/Db,-7.185,Major,0.155,0.0,0.0997,0.117,81.474,3.3374166666666665,4
8742,slowthai,Nothing Great About Britain,Nothing Great About Britain,7bFpYEj9oj6ZH8GqLDqgq2,2019,True,46,0.696,0.84,E,-3.156,Minor,0.211,0.0,0.361,0.666,105.08,3.1642166666666665,3
8743,slowthai,Nothing Great About Britain,Dead Leaves,4XEVJAMmHbfUB5QX2Z8kaa,2019,False,42,0.715,0.656,D,-7.415,Major,0.333,0.0,0.14,0.739,64.114,2.8038666666666665,4
8744,slowthai,Nothing Great About Britain,Gorgeous,0c74DK9RP99frDDKrCbshJ,2019,False,50,0.479,0.62,C,-8.466,Major,0.44,0.0,0.246,0.36,90.939,4.262016666666667,3
8745,slowthai,Nothing Great About Britain,Crack,3ewBTsBIM00yxRly5voBCy,2019,True,42,0.789,0.748,C#/Db,-6.77,Major,0.439,0.0,0.278,0.715,141.373,2.28145,4
8746,slowthai,Nothing Great About Britain,Grow Up (feat. Jaykae),4wyDMvprprdTYEyiv6emwz,2019,True,41,0.672,0.833,D#/Eb,-5.532,Minor,0.363,0.0,0.101,0.465,97.927,3.002666666666667,3
8747,slowthai,Nothing Great About Britain,Peace Of Mind,0dRvFmOujKzkfD67XiysPr,2019,True,38,0.744,0.763,E,-5.954,Minor,0.329,9.33e-05,0.106,0.619,140.082,2.46045,4
8748,slowthai,Nothing Great About Britain,Missing,7zHuBBxjMC4lL5iRoysJ3w,2019,False,41,0.503,0.559,F,-6.518,Major,0.0704,2.02e-06,0.199,0.365,130.006,2.3449833333333334,4
8749,slowthai,Nothing Great About Britain,Northampton's Child,3EkY6trxHxbGmbzpe48Fb3,2019,True,40,0.602,0.633,F,-6.554,Minor,0.321,0.0,0.0754,0.141,139.774,3.0472333333333332,4
8750,slowthai,Nothing Great About Britain,Drug Dealer,5LboZSArk5bHQbqQVaI6sz,2019,True,48,0.634,0.804,E,-5.011,Minor,0.451,0.0,0.256,0.684,133.542,3.13065,4
8751,slowthai,Nothing Great About Britain,Polaroid,3yMd1UMP8xXuzdMVzm8Rlo,2019,True,42,0.862,0.67,G,-4.572,Major,0.369,0.0,0.0975,0.567,138.054,3.601366666666667,4
8752,slowthai,Nothing Great About Britain,Ladies,2JNnGaGMnltivvDZriOnAh,2019,False,50,0.835,0.775,E,-7.624,Minor,0.252,0.0,0.0397,0.547,121.992,3.317083333333333,4
8753,slowthai,Nothing Great About Britain,Rainbow,4ptdO4CYQTxsekP6HEjXbt,2019,True,40,0.685,0.632,G#/Ab,-6.068,Minor,0.385,0.0,0.097,0.573,131.704,2.7309666666666668,4
8754,Dreamville,Revenge Of The Dreamers III,"Swivel (with EARTHGANG) - From The Album ""Mirrorland""",03XfngWwNfhEjrnEga73Rg,2019,True,50,0.507,0.545,D,-7.209,Major,0.43,0.0,0.239,0.392,78.461,3.24355,4
8755,Dreamville,Revenge Of The Dreamers III,"Ladies, Ladies, Ladies (with JID feat. T.I.)",3QBnJDkME3teXvf52Sfslk,2019,True,52,0.631,0.687,B,-6.177,Minor,0.258,0.0,0.309,0.534,80.706,2.79645,4
8756,J. Cole,The Off-Season,a m a r i,2cnKST6T9qUo2i907lm8zX,2021,True,78,0.725,0.713,E,-6.173,Minor,0.187,0.0,0.617,0.207,65.988,2.4736833333333332,4
8757,J. Cole,The Off-Season,t h e . c l i m b . b a c k,5lLNBIyjp72btcnrjBG751,2021,True,69,0.618,0.632,B,-6.973,Major,0.346,0.0,0.353,0.319,81.446,5.104283333333333,4
8758,Yung Lean,Lavender,Oreomilkshake,0rBd2FVCsYNE7CmQqLZJZp,2013,False,51,0.782,0.624,F#/Gb,-11.196,Minor,0.0413,0.00195,0.0751,0.149,119.997,4.266666666666667,4
8759,Young Nudy,Rich Shooter,Fish Scale (Bonus Track) (feat. Gucci Mane),7LEBPI9ynXuF1jel9aZko1,2021,True,40,0.542,0.488,C#/Db,-8.841,Major,0.408,0.0,0.268,0.299,77.496,4.375916666666667,4
8760,Yung Lean,Warlord (Deluxe),Fire,73gvUia37uOXXAmvJycMYx,2016,False,42,0.504,0.487,G,-10.306,Major,0.0314,0.00604,0.103,0.177,104.981,3.13675,4
8761,Young Nudy,Rich Shooter,Old School,61XiLpHEKartcb2POBsv2A,2021,True,55,0.643,0.667,B,-8.109,Major,0.317,0.0251,0.378,0.264,162.95,3.3375833333333333,4
8762,Young Nudy,Rich Shooter,How I Eat,4C8E9mQNHXYw9Axvnzp1hG,2021,True,39,0.794,0.637,B,-9.202,Minor,0.407,0.0,0.17,0.473,160.035,3.41185,4
8763,Young Nudy,Rich Shooter,On The Curb,1sUMIFpqUcHM3lJkspCiZF,2021,True,46,0.788,0.692,C#/Db,-6.786,Major,0.172,0.0,0.112,0.484,135.087,2.8446666666666665,4
8764,Young Nudy,Rich Shooter,Green Bean,5AhJOpVZ82iA6aEVEzJ5bX,2021,True,59,0.837,0.504,G#/Ab,-9.182,Major,0.269,0.000733,0.111,0.535,140.027,4.232866666666666,4
8765,Young Nudy,Rich Shooter,Addicted,6DI0icoPBIR39R0nxwdM1z,2021,True,39,0.767,0.66,G,-7.064,Major,0.311,0.0,0.208,0.6,83.923,2.6053,4
8766,Nas,King's Disease II,YKTV (feat. A Boogie Wit da Hoodie & YG),2qVv26D3Y1LTSTL8DP4gBU,2021,True,58,0.608,0.679,A,-5.187,Major,0.415,0.0,0.141,0.525,130.697,3.3905,5
8767,Nas,King's Disease II,Nobody (feat. Ms. Lauryn Hill),1W7gmQ7AgRMIUthrV0OD0h,2021,True,62,0.732,0.716,A#/Bb,-5.553,Minor,0.307,0.0,0.169,0.586,91.015,4.703216666666667,4
8768,"Tyler, The Creator",Goblin,Goblin,4Fp6Qaifzk3CCtggVJdWXT,2011,True,48,0.456,0.529,F,-12.651,Minor,0.828,0.0,0.219,0.444,78.235,6.808666666666666,4
8769,"Tyler, The Creator",Goblin,Her,0JcJJKjQpP62ENtGfPTnJe,2011,True,43,0.802,0.369,C#/Db,-13.218,Minor,0.432,0.000101,0.114,0.494,145.834,3.51845,4
8770,ODB,Return to the 36 Chambers: The Dirty Version,Brooklyn Zoo,2FWmKZ3kNbVsKGhuNHsltW,1995,True,61,0.704,0.701,D,-8.031,Major,0.46,0.0,0.664,0.618,92.032,3.6251166666666665,4
8771,ODB,Return to the 36 Chambers: The Dirty Version,Shimmy Shimmy Ya,3ABG1UQTk0eLYUAeWkmfMi,1995,True,70,0.814,0.481,C,-5.183,Major,0.245,3.83e-05,0.0495,0.193,96.252,2.69,4
8772,FKA twigs,MAGDALENE,home with you,7BpykYGkewMF00FzSJLSgH,2019,False,59,0.378,0.196,C,-12.5,Major,0.0561,2.76e-05,0.105,0.0995,119.037,3.7491166666666667,5
8773,FKA twigs,MAGDALENE,cellophane,7x8pIrhMu9FCmqqHNyuH0P,2019,False,66,0.431,0.284,D,-11.858,Major,0.0432,0.000136,0.0899,0.229,98.317,3.401116666666667,1
8774,FKA twigs,MAGDALENE,holy terrain,5ZmzzBiEAIVCkgsPyh80gt,2019,True,58,0.534,0.579,G,-7.541,Minor,0.123,0.00437,0.119,0.252,159.774,4.05,4
8775,The Weeknd,Take My Breath,Take My Breath,6M3PsepEj5gyJoIi7Xvr7u,2021,False,82,0.747,0.739,G#/Ab,-6.008,Major,0.0487,2.22e-05,0.101,0.523,120.996,3.6699333333333333,4
8776,Tory Lanez,We Outside,Grah Tah Tah (feat. Kodak Black),0mNGk4NmWUc0ASJcQZtm48,2021,True,47,0.812,0.754,B,-6.923,Minor,0.286,0.0,0.0888,0.694,144.967,3.5310333333333332,4
8777,Tory Lanez,We Outside,We Outside,40cetoOJOowiXowtSLM8ag,2021,True,50,0.72,0.769,G#/Ab,-7.035,Major,0.0687,0.0,0.0753,0.141,180.055,3.0222166666666666,4
8778,Kodak Black,Before I Go (feat. Rod Wave),Before I Go (feat. Rod Wave),1lEhqacQOvXZ011moPrkQE,2021,True,65,0.518,0.715,G,-4.117,Minor,0.116,0.0,0.519,0.194,160.094,3.4076833333333334,4
8779,Skepta,All In,Nirvana,6SEgCr1wYzFIKbAEBHcxHD,2021,True,56,0.882,0.612,C,-8.639,Major,0.185,0.00153,0.11,0.346,132.954,3.3082666666666665,4
8780,Logic,Bobby Tarantino III,Theme For The People,08dXaiP8qdpvQqGKv5rUqE,2021,True,57,0.793,0.908,D,-4.021,Minor,0.058,0.0,0.105,0.836,138.055,1.9471666666666667,4
8781,YNW Melly,Just A Matter of Slime,Mind of Melvin (feat. Lil Uzi Vert),5xyLeb2q1lxDf7hXKYlC1H,2021,True,74,0.663,0.432,G#/Ab,-8.553,Major,0.0382,2.62e-05,0.152,0.307,130.108,3.8480166666666666,4
8782,YNW Melly,Just A Matter of Slime,Thugged Out (feat. Kodak Black),0uRsQ1Q3ZPuXTEkEeUXNNf,2021,True,53,0.726,0.613,C#/Db,-6.624,Major,0.334,0.0,0.499,0.356,150.12,3.1149,4
8783,YNW Melly,Just A Matter of Slime,Take Kare (feat. Lil Baby & Lil Durk),3h4yWMqxCATDWuFy9q2Pt0,2021,True,64,0.851,0.707,F,-5.018,Major,0.0416,0.0,0.0678,0.39,111.011,4.476583333333333,4
8784,YNW Melly,Just A Matter of Slime,Caprisun Fun (feat. Young Thug),1ymCe0h8GJJCC2ftwHh4eS,2021,True,54,0.842,0.639,G,-5.21,Minor,0.13,0.0,0.0902,0.415,108.077,2.7420166666666668,5
8785,YNW Melly,Just A Matter of Slime,Far Apart (feat. Kevin Gates),4S5bNy4OhDbCi47IfxaZpJ,2021,True,57,0.577,0.627,A#/Bb,-6.967,Minor,0.153,0.0,0.353,0.218,147.907,4.726916666666667,5
8786,YNW Melly,Just A Matter of Slime,Freddy Krueger Remix (feat. Future & Tee Grizzley),0rVEZ1IZYLVZNT7laPAMrr,2021,True,56,0.851,0.696,D,-4.151,Major,0.18,0.0,0.155,0.629,139.971,4.54285,4
8787,YNW Melly,Just A Matter of Slime,Loving My Life,427NviWuwOKwTOfSDzipo4,2021,True,55,0.7,0.601,G#/Ab,-5.177,Minor,0.121,0.0,0.0777,0.808,134.837,3.881483333333333,4
8788,YNW Melly,Just A Matter of Slime,Yung Nigga Shit (feat. YNW Gunna & Hotboii),0RCIuGY8FGKAYPub7yfzk2,2021,True,52,0.84,0.457,C#/Db,-8.592,Major,0.246,0.0,0.174,0.602,150.01,4.266666666666667,4
8789,YNW Melly,Melly the Menace,Melly the Menace,4qcC5mkfxOC59mdhoUBrKX,2018,True,53,0.61,0.55,C,-7.591,Minor,0.281,0.0,0.0919,0.402,129.643,3.2483333333333335,4
8790,21 Savage,Lazy Susan (with Rich Brian feat. Warren Hue & Masiwei,Lazy Susan (with Rich Brian feat. Warren Hue & Masiwei,6teBCH8XT3igUdKHWuWuPY,2021,False,58,0.762,0.822,D,-5.619,Major,0.309,0.0,0.107,0.619,155.964,4.652316666666667,4
8791,The Kid LAROI,F*CK LOVE 3+: OVER YOU,NOT SOBER (feat. Polo G & Stunna Gambino),2bFqWhULDfCMc2tlr39hOX,2021,False,47,0.704,0.627,C,-6.863,Major,0.162,0.0,0.101,0.396,119.959,3.6,5
8792,Machine Gun Kelly,papercuts,papercuts,3nkW3TPQjBip1lER4h78NX,2021,True,75,0.528,0.627,B,-3.719,Major,0.0373,0.0,0.529,0.295,139.988,3.0061833333333334,4
8793,Lil Duke,Duke Hefner,Knee Deep,6lEAHeFSDcKW5JXrs02v1k,2021,False,11,0.778,0.376,G,-9.055,Major,0.405,0.0,0.111,0.275,159.863,2.2071666666666667,4
8794,Kid Cudi,Indicud,Just What I Am,20bJBbPapGQ4bqs0YcA9xY,2013,True,72,0.654,0.95,C#/Db,-3.163,Major,0.137,0.0,0.406,0.351,140.009,3.80045,4
8795,NLE Choppa,Mmm Hmm,Mmm Hmm,4IOc5GvIjzdnHgEpjAHtla,2021,True,67,0.72,0.748,C#/Db,-4.02,Major,0.286,0.0,0.104,0.772,149.917,3.0692166666666667,4
8796,Denzel Curry,The Game,The Game,091n9MH1VUepOdhnv7SLci,2021,True,58,0.736,0.71,G,-6.038,Major,0.317,0.0,0.133,0.572,82.451,2.7489833333333333,4
8797,jxmper.,molly,molly,0KqGoA7AJ8u8egkR1TgvNy,2021,True,29,0.727,0.74,C,-8.887,Minor,0.279,6.81e-06,0.188,0.185,134.925,2.6215333333333333,4
8798,Nas,King's Disease II,Rare,465eCPwUAz2qz7IdQaxUui,2021,True,64,0.498,0.851,G#/Ab,-5.496,Major,0.326,4.21e-06,0.529,0.518,78.025,3.4463,4
8799,Trippie Redd,A Love Letter To You,Limitless,5L6Hsg46B22FVf2qN9DaF2,2017,True,50,0.718,0.469,G#/Ab,-11.092,Major,0.179,0.0,0.133,0.585,137.875,4.0008,4
8800,Trippie Redd,A Love Letter To You,It Takes Time,7022xokeCJFSeZxw2npVkn,2017,True,70,0.845,0.304,A#/Bb,-16.441,Major,0.195,0.0,0.112,0.413,90.01,4.711116666666666,4
8801,Wiz Khalifa,O.N.I.F.C.,"Work Hard, Play Hard",5OOxMbmz5txzE78oZbGQhY,2012,True,54,0.787,0.666,B,-4.475,Major,0.0485,1.91e-05,0.296,0.485,140.008,3.65045,4
8802,Denzel Curry,32 Zel,Ice Age,594suifkodzqXMkJlkKRQd,2015,True,52,0.462,0.623,F,-8.174,Minor,0.119,0.0,0.767,0.42,109.237,2.8651333333333335,4
8803,Isaiah Rashad,Smile,Smile,3UNoPBNWST9mQleI5T53zL,2016,True,59,0.783,0.563,D,-8.132,Major,0.276,0.0,0.392,0.517,132.155,3.3895333333333335,4
